rpt_rec_num,prvdr_num,npi,prvdr_ctrl_type_cd,fy_bgn_dt,fy_end_dt,rpt_stus_cd,facility_name,address,city,state,zip,certifier_name,certifier_printed_name,certifier_title,certifier_date
1440968,055504,,5,05/01/2024,04/30/2025,2,COUNTRY VILLA SOUTH,3515 OVERLAND AVENUE,LOS ANGELES,CA,90034,SHUN TONG,SHUN TONG,VICE PRESIDENT OF REIMBURSEMENT,09/23/2025
1440969,105275,,5,01/01/2024,12/31/2024,2,SOUTHERN PINES HEALTHCARE CENTER,6140 CONGRESS STREET,NEW PORT RICHEY,FL,34653-3909,MONICA TERRANO,MONICA TERRANO,CFO,03/18/2025
1440970,105389,,5,01/01/2024,12/31/2024,2,BIRCHWOOD HEALTH AND REHABILITATION,3250 12TH ST,SARASOTA,FL,34237,MONICA TERRANO,MONICA TERRANO,CFO,03/14/2025
1440971,105762,,5,01/01/2024,12/31/2024,2,PROSPER HEALTH AND REHABILITATION CE,11375 PROSPERITY FARMS ROAD,PALM BEACH GARDENS,FL,33410,MONICA TERRANO,MONICA TERRANO,CFO,03/14/2025
1440972,105911,,5,01/01/2024,12/31/2024,2,WESTGATE HEALTH AND REHABILITATION C,2300 VILLAGE BLVD,WEST PALM BEACH,FL,33049,MONICA TERRANO,MONICA TERRANO,CFO,03/14/2025
1440973,106040,,2,04/01/2024,03/31/2025,2,WESTMINSTER ST. AUGUSTINE,235 TOWER VIEW DRIVE,ST. AUGUSTINE,FL,32092,,,,
1440979,115716,,2,07/01/2024,06/30/2025,2,SPRING HARBOR AT GREEN ISLAND,100 SPRING HARBOR AT GREEN ISLAND,COLUMBUS,GA,31904,MICHAEL CAMPBELL,MICHAEL CAMPBELL,HEALTHCARE ADMINISTRATOR,10/06/2025
1440981,145333,,4,01/01/2024,12/31/2024,2,WEST SUBURBAN NURSING & REHAB CENTER,3111 EDGEWATER DRIVE,BLOOMINGDALE,IL,60108,,,,
1440983,145898,,4,01/01/2024,12/31/2024,2,BRIA HEALTH SERVICES OF CHICAGO HEIG,5151 CHURCH STREET,SKOKIE,IL,60077,,,,
1440984,145905,,4,01/01/2024,11/13/2024,2,JONESBORO REHAB & HEALTH CARE CTR,ROUTE 127 SOUTH,JONESBORO,IL,62952,DAVID CAMPBELL,DAVID CAMPBELL,CHIEF RESTRUCTURING OFFICER,08/07/2025
1440986,145977,,6,10/06/2023,12/31/2023,2,SOUTH SHORE REHABILITATION,2425 E 71ST STREET,CHICAGE,IL,60649,,,,
1440987,146011,,4,01/01/2024,11/15/2024,2,ROBINGS MANOR REHAB & HEALTH CARE,502 NORTH MAIN STREET,BRIGHTON,IL,62012,DAVID CAMPBELL,DAVID CAMPBELL,CHIEF RESTRUCTURING OFFICER,07/30/2025
1440988,146117,,4,01/01/2024,11/30/2024,2,CASEY HEALTH CARE CENTER,100 NE 15TH STREET,CASEY,IL,62420,DAVID CAMPBELL,DAVID CAMPBELL,CHIEF RESTRUCTURING OFFICER,07/24/2025
1440989,155386,,9,01/01/2024,12/31/2024,2,DAVIESS COUNTY HOSPITAL DBA THE LAUR,520 W LIBERTY STREET,BUTLER,IN,46721,ANIS KHAN,ANIS KHAN,CHIEF FINANCIAL OFFICER,05/27/2025
1440990,155480,,9,01/01/2024,12/31/2024,2,BROOKVILLE HEALTHCARE CENTER,11049 STATE ROAD 101,BROOKVILLE,IN,47012,JONATHAN WARD,JONATHAN WARD,CONTROLLER,05/30/2025
1440992,165530,,2,01/01/2024,12/31/2024,2,GLEN HAVEN VILLAGE,133 INDIAN HILLS DR,GLENWOOD,IA,51534,JULIANNE MARRIOTT,JULIANNE MARRIOTT,ADMINISTRATOR,05/30/2025
1440993,165578,,6,01/01/2024,12/31/2024,2,PREMIER ESTATES OF MUSCATINE  LLC,3440 MULBERRY AVENUE,MUSCATINE,IA,52761,LYNN ANDERSON,LYNN ANDERSON,CONTROLLER,05/28/2025
1440995,185013,,4,01/01/2024,12/31/2024,2,BRIGHTON CORNERSTONE GROUP  LLC,55 EAST NORTH ST,MADISONVILLE,KY,42431,KIMBERLY SMITH,KIMBERLY SMITH,CFO,03/26/2025
1440998,185340,,5,01/01/2024,12/31/2024,2,4031 GLASGOW REHAB & WELLNESS CENTER,220 WESTWOOD ST,GLASGOW,KY,42141,,,,
1441000,255101,,6,01/01/2024,12/31/2024,2,MCCOMB NURSING & REHAB CENTER  LLC,415 MARION AVENUE,MCCOMB,MS,39648,RHONDA SMITH,RHONDA SMITH,EXECUTIVE DIRECTOR,06/02/2025
1441001,255260,,6,01/01/2024,12/31/2024,2,HILLTOP MANOR HEALTH & REHAB CTR,101 KIRKLAND STREET,UNION,MS,39365,THOMAS GOLDIE,THOMAS GOLDIE,DIRECTOR OF REIMBURSEMENT,05/13/2025
1441002,265735,,6,01/01/2024,12/31/2024,2,THE ESTATES OF HIDDEN LAKE,11728 HIDDEN LAKE DRIVE,SAINT LOUIS,MO,63138,JIM GREGORY,JIM GREGORY,CFO,05/29/2025
1441003,285057,,2,01/01/2024,12/31/2024,2,TABITHA  INC,4720 RANDOLPH ST,LINCOLN,NE,68510,,DARIN OHE,CFO,
1441006,345010,,4,01/01/2024,04/30/2024,2,BEAR MOUNTAIN HEALTH AND REHAB,500 BEAVERDAM ROAD,ASHEVILLE,NC,28804,,ISRAEL FRIEDMAN,MANAGER,
1441009,375310,,6,01/01/2024,09/12/2024,2,LAKE COUNTRY NURSING CENTER,301 C E COLSTON AVE,MARIETTA,OK,73448,,,,
1441015,445531,,4,07/01/2024,06/30/2025,2,EMERALD SPRING HILL  INC. DBA THE RE,2000 RESERVE BOULEVARD,SPRING HILL,TN,37174,CHRIS LOUDER,CHRIS LOUDER,VP OF FINANCE,10/03/2025
1441021,675834,,4,01/01/2024,12/31/2024,2,THE HAMPTON AT POST OAK,2929 POST OAK BLVD,HOUSTON,TX,77056,KEVIN LA MARRE,KEVIN LA MARRE,VP ACCOUNTING,05/31/2025
1441022,676416,,4,01/01/2024,12/31/2024,2,BRIGHTPOINTE AT LYTLE LAKE,12001 CLARKS DRIVE,ABILENE,TX,79602,TRENT UNRUH,TRENT UNRUH,CFO,03/18/2025
1441026,106118,,2,04/01/2024,03/31/2025,2,WESTMINSTER BALDWIN PARK,2645 LAKE BALDWIN LANE,ORLANDO,FL,32814,,,,
1441028,115147,,2,10/01/2023,06/30/2024,2,PRUITTHEALTH - RICHMOND  LLC,1227 WEST WHEELER PARKWAY,AUGUSTA,GA,30909,TIM MOODY,TIM MOODY,DIRECTOR OF REIMBURSEMENT,11/25/2024
1441029,135010,,4,01/01/2024,12/31/2024,2,WEISER CARE OF CASCADIA,331 EAST PARK STREET,WEISER,ID,83672,JORDAN BARRETT,JORDAN BARRETT,CHIEF EXECUTIVE OFFICER,05/29/2025
1441031,145702,,6,01/01/2024,12/31/2024,2,FAIR OAKS REHAB & HEALTH CARE CTR,1515 BLACKHAWK,SOUTH BELOIT,IL,61080,KILEY BROOKS,KILEY BROOKS,CHIEF FINANCIAL OFFICER,05/19/2025
1441032,145778,,4,01/01/2024,12/31/2024,2,MIDWAY NEUROLOGICAL & REHABILITATION,8540 S. HARLEM,BRIDGEVIEW,IL,60455,,,,
1441033,145796,,4,01/01/2024,12/31/2024,2,BALMORAL NURSING HOME,2055 W BALMORAL,CHICAGO,IL,60625,MARVIN MERMELSTEIN,MARVIN MERMELSTEIN,PRESIDENT,05/23/2025
1441034,145970,,4,07/01/2024,12/31/2024,2,ELEVATE CARE WINDSOR PARK,2649 EAST 75TH STREET,CHICAGO,IL,60649,MEIR MEYSTEL,MEIR MEYSTEL,PRESIDENT,05/26/2025
1441036,155793,,9,01/01/2024,12/31/2024,2,HAMILTON TRACE OF FISHERS,11851 CUMBERLAND RD,FISHERS,IN,46037,,,,
1441037,165541,,4,04/01/2024,03/31/2025,2,RICEVILLE COMMUNITY REST HOME,915 WOODLAND AVE,RICEVILLE,IA,50466,KATIE MAYER,KATIE MAYER,ADMINISTRATOR,09/08/2025
1441038,165542,,4,04/01/2024,03/31/2025,2,THE METH-WICK COMMUNITY,1224 13TH STREET NW,CEDAR RAPIDS,IA,52405,RON JAEGER,RON JAEGER,CFO,08/28/2025
1441041,215250,,2,04/01/2024,03/31/2025,2,GOODWILL MENNONITE HOME  INC.,891 DORSEY HOTEL ROAD,GRANTSVILLE,MD,21536,,,,
1441045,265095,,6,04/01/2024,03/31/2025,2,JOHN KNOX VILLAGE,400 NW MURRAY,LEES SUMMIT,MO,64081,STEVE SEGGERMAN,STEVE SEGGERMAN,CHIEF FINANCIAL OFFICER,08/27/2025
1441046,265826,,13,04/01/2024,03/31/2025,2,PUTNAM COUNTY CARE CENTER,1814 OAK STREET,UNIONVILLE,MO,63565,PASSION WYANT,PASSION WYANT,ADMINISTRATOR,08/29/2025
1441047,275157,,,07/10/2024,12/31/2024,2,BENEFIS SENIOR SERVICE,3015 18TH AVE ST,GREAT FALLS,MT,59405,,,,
1441050,325067,,1,01/01/2024,10/31/2024,2,GSS - LAS CRUCES VILLAGE,3025 TERRACE DRIVE,LAS CRUCES,NM,88011-5048,JOEL FLUIT,JOEL FLUIT,VICE PRESIDENT OF FINANCE,07/21/2025
1441052,385155,,4,01/01/2024,08/31/2024,1,FOREST GROVE REHABILITATION AND CARE,3900 PACIFIC AVE,FOREST GROVE,OR,97116,TOM MITCHELL,TOM MITCHELL,CFO,10/14/2025
1441055,445262,,4,01/01/2024,12/31/2024,2,CUMBERLAND MANOR NURSING CENTER,4343 HYDES FERRY PIKE,NASHVILLE,TN,37218,JONATHAN COOPER,JONATHAN COOPER,SVP HR,05/29/2025
1441058,495330,,4,01/01/2024,12/31/2024,2,GREENBRIER REGIONAL MEDICAL CENTER,1017 GEORGE WASHINGTON HWY,CHESAPEAKE,VA,23323,KIMBERLY JUSTINIANO,KIMBERLY JUSTINIANO,CFO,05/23/2025
1441061,555908,,6,01/01/2024,12/31/2024,2,SOUTH PASADENA CARE CENTER,904 MISSION STREET,SOUTH PASADENA,CA,91030,ELLIOT ZEMEL,ELLIOT ZEMEL,OPERATIONS,05/13/2025
1441066,035116,,6,09/26/2024,12/31/2024,2,THE REHAB CENTER AT THE PALAZZO,6246 N 19TH AVENUE,PHOENIX,AZ,85015-,,FRANK JURADO,CFO,
1441068,055955,,2,06/01/2024,05/31/2025,1,CALIFORNIA ARMENIAN HOME,6720 E. KINGS CANYON ROAD,FRESNO,CA,93727,TERRY ANDERSEN,TERRY ANDERSEN,DIRECTOR OF FINANCE,10/13/2025
1441072,105038,,5,01/11/2024,12/31/2024,2,BEACHSIDE CENTER FOR REHABILITATION,2810 S ATLANTIC AVENUE,NEW SMYRNA BEACH,FL,32069,,,,
1441075,105727,,5,01/01/2024,12/31/2024,2,WASHINGTON REHABILITATION & NURSING,879 USERY ROAD,CHIPLEY,FL,32428,,,,
1441076,105858,,6,01/01/2024,12/31/2024,2,CITRUS HEALTH AND REHABILITATION CEN,701 MEDICAL COURT EAST,INVERNESS,FL,34452,,,,
1441077,106077,,2,05/01/2024,04/30/2025,2,MOOSEHAVEN  INC.,1701 PARK AVENUE,ORANGE PARK,FL,32073,,,,
1441081,145965,,4,01/01/2024,12/31/2024,2,LOFT REHAB OF DECATUR,500 W. MCKINLEY AVENUE,DECATUR,IL,62526,DANIEL AARON,DANIEL AARON,CFO,06/01/2025
1441082,146038,,4,01/01/2024,06/03/2024,2,PRAIRIE CITY REHAB & HEALTH CARE,825 E. MAIN STREET,PRAIRIE CITY,IL,61470,DAVID CAMPBELL,DAVID CAMPBELL,CHIEF RESTRUCTURING OFFICER,06/30/2025
1441083,146040,,4,01/01/2024,11/30/2024,2,WILLOW ROSE REHAB & HEALTH CARE CTR,410 FLETCHER,JERSEYVILLE,IL,62052,DAVID CAMPBELL,DAVID CAMPBELL,CHIEF RESTRUCTURING OFFICER,08/10/2025
1441084,146157,,4,01/01/2024,11/13/2024,2,ROCK FALLS REHAB & HEALTH CARE CTR,430 MARTIN ROAD,ROCK FALLS,IL,61071,DAVID CAMPBELL,DAVID CAMPBELL,CHIEF RESTRUCTURING OFFICER,09/21/2025
1441085,155687,,9,01/01/2024,12/31/2024,2,BRICKYARD HEALTHCARE - MUNCIE,2701 N LYN MAR DRIVE,MUNCIE,IN,47304,,,,
1441086,165438,,2,01/01/2024,12/31/2024,2,STACYVILLE COMMUNITY NURSING HOME,413 S BROAD STREET,STACYVILLE,IA,50476,HALEY LENTZ,HALEY LENTZ,ADMINISTRATOR,06/02/2025
1441087,215320,,4,01/01/2024,12/31/2024,2,TUCKERMAN REHAB & HEALTHCARE,5550 TUCKERMAN LANE,ROCKVILLE,MD,20852,HAKEEM DAWODU,HAKEEM DAWODU,ADMINISTRATOR,05/23/2025
1441090,255257,,4,01/01/2024,12/31/2024,2,WINDSOR PLACE NURSING,81 WINDSOR BLVD,COLUMBUS,MS,39702,,,,
1441097,325078,,2,05/01/2024,04/30/2025,2,RETIREMENT RANCH  INC.,2221 DILLION,CLOVIS,NM,88101,,,,
1441099,345501,,1,10/01/2023,09/30/2024,2,CROASDAILE VILLAGE,2600 CROASDAILE FARM PARKWAY,DURHAM,NC,27705,STACY DOBSON,STACY DOBSON,CFO,01/17/2025
1441104,425047,,5,01/01/2024,12/31/2024,2,ANDERSON SC OPCO LLC,611 E HAMPTON STREET,ANDERSON,SC,29624,ARI LEV,ARI LEV,CEO,05/21/2025
1441107,505483,,6,01/01/2024,12/31/2024,2,ALASKA GARDENS HEALTH AND REHAB,6220 SOUTH ALASKA STREET,TACOMA,WA,98408,ISAAC YENOWITZ,ISAAC YENOWITZ,CHIEF FINANCIAL OFFICER,06/04/2025
1441111,555723,,6,04/01/2024,12/31/2024,2,SANTA FE POST ACUTE,247 E BOBIER DRIVE,VISTA,CA,92084,JASON PARROTT,JASON PARROTT,DIRECTOR OF FINANCE,06/26/2025
1441114,675729,,11,07/01/2024,06/30/2025,2,STONECREEK NURSING & REHAB,451 S EL CAMINO CROSSING,SAN AUGUSTINE,TX,75972,KRISTIN BENNETT,KRISTIN BENNETT,ADMINISTRATOR,09/23/2025
1441116,676475,,11,04/01/2024,03/31/2025,2,RIVERWOOD HEALTHCARE,600 BACON ST,MADISONVILLE,TX,77864-2575,JOHNNY THOMPSON,JOHNNY THOMPSON,ADMINISTRATOR,08/25/2025
1441117,055360,,4,01/01/2024,12/31/2024,2,OAKPARK HEALTHCARE CENTER,9166 TUJUNGA CANYON BLVD,TUJUNGA,CA,91042,STEVEN BERGER,STEVEN BERGER,MANAGER,05/21/2025
1441118,056213,,4,01/01/2024,12/31/2024,2,TAMPICO TERRACE CARE CENTER,130 TAMPICO STREET,WALNUT CREEK,CA,94598,DAVID WERTHEIMER,DAVID WERTHEIMER,CEO,05/21/2025
1441123,145208,,6,01/01/2024,12/31/2024,2,PAVILION OF BRIDGEVIEW,8100 S. HARLEM AVENUE,BRIDGEVIEW,IL,60455,MARCELLA GRAF,MARCELLA GRAF,CHIEF FINANCIAL OFFICER,05/28/2025
1441124,145219,,5,01/01/2024,12/31/2024,2,BURGESS SQ HEALTHCARE & REHAB CENTR,5801 S. CASS AVENUE,WESTMONT,IL,60559,,,,
1441125,146019,,6,12/01/2023,12/31/2024,2,WABASH SENIOR LIVING AND REHAB,216 COLLEGE BOULEVARD,CARMI,IL,62821,,,,
1441126,146046,,6,01/01/2024,12/31/2024,2,MARSHALL REHABILITATION AND NURSING,410 NORTH SECOND STREET,MARSHALL,IL,62441,,,,
1441127,155003,,9,01/01/2024,12/31/2024,2,MASON HEALTH CARE CENTER,900 PROVIDENT DRIVE,WARSAW,IN,46580,DWIGHT OTT,DWIGHT OTT,CFO,05/29/2025
1441128,155019,,9,01/01/2024,12/31/2024,2,MAJESTIC CARE OF BLOOMINGTON,1100 SOUTH CURRY PIKE,BLOOMINGTON,IN,47402,,,,
1441129,155022,,9,01/01/2024,12/31/2024,2,WILLOWS OF SHELBYVILLE,2309 S MILLER STREET,SHELBYVILLE,IN,46176,,,,
1441131,155171,,13,01/01/2024,12/31/2024,2,FRANKLIN MEADOWS,1285 W. JEFFERSON ST.,FRANKLIN,IN,46131,,,,
1441133,155291,,13,01/01/2024,12/31/2024,2,EAGLE VALLEY MEADOWS,3017 VALLEY FARMS RD.,INDIANAPOLIS,IN,46214,,,,
1441135,155572,,4,01/01/2024,12/31/2024,2,APERION CARE DEMOTTE,10352 NORTH 600 EAST,DEMOTTE,IN,46310,LISA ULBERT,LISA ULBERT,CHIEF EXECUTIVE OFFICER,05/27/2025
1441148,355092,,2,07/01/2024,06/30/2025,1,HILLTOP HOME OF COMFORT,201 HILL TOP DR,KILLDEER,ND,58640,,,,
1441155,445366,,10,07/01/2024,06/30/2025,1,TN STATE VETERANS HOME-HUMBOLDT,2865 MAIN STREET,HUMBOLDT,TN,38343,ADAM FLEMING,ADAM FLEMING,FINANCE DIRECTOR,10/17/2025
1441161,455576,,11,07/01/2024,06/30/2025,1,FOSSIL CREEK HEALTHCARE  INC.,3109 KINGS COURT,FORT WORTH,TX,76118,AMY MUNOZ,AMY MUNOZ,ADMINISTRATOR,10/10/2025
1441168,465072,,11,07/01/2024,06/30/2025,1,AVENUES HEALTHCARE  INC.,165 SOUTH 1000 EAST,SALT LAKE CITY,UT,84102,COLTER DUFFY,COLTER DUFFY,ADMINISTRATOR,10/08/2025
1441169,465098,,11,07/01/2024,06/30/2025,1,PRICE HEALTHCARE  INC.,1340 EAST 300 NORTH,PRICE,UT,84501,KIRK PLAYER,KIRK PLAYER,ADMINISTRATOR,10/09/2025
1441170,465101,,11,07/01/2024,06/30/2025,1,ZION HEALTHCARE  INC.,416 N STATE STREET,HURRICANE,UT,84737,WESTON SPIVEY,WESTON SPIVEY,ADMINISTRATOR,10/14/2025
1441171,465108,,11,07/01/2024,06/30/2025,1,JORDAN HEALTH ASSOCIATES  INC.,3706 WEST 9000 SOUTH,WEST JORDAN,UT,84088,LUKE DURTSCHI,LUKE DURTSCHI,ADMINISTRATOR,10/09/2025
1441172,465119,,11,07/01/2024,06/30/2025,1,RIVERVIEW HEALTHCARE  INC.,1001 NORTH 500 WEST,PROVO,UT,85604,RYAN ROSS,RYAN ROSS,ADMINISTRATOR,10/09/2025
1441173,465143,,11,07/01/2024,06/30/2025,1,CEDAR CITY HEALTHCARE  LLC,411 WEST 1325 NORTH,CEDAR CITY,UT,84721,SPENCER EATON,SPENCER EATON,ADMINISTRATOR,10/13/2025
1441175,505338,,6,01/01/2024,12/31/2024,2,SNOHOMISH OF CASCADIA  LLC,800 10TH STREET,SNOHOMISH,WA,98290,ZACH JACKSON,ZACH JACKSON,CHIEF EXECUTIVE OFFICER,05/27/2025
1441176,505339,,4,01/01/2024,12/31/2024,2,NORTH BEND POST ACUTE,219 CEDAR AVE S,NORTH BEND,WA,98045,BRANDT ANDERSON,BRANDT ANDERSON,CFO,05/28/2025
1441177,555921,,6,01/01/2024,12/31/2024,2,RANCHO BELLAGIO POST ACUTE,26940 E. HOSPITAL RD,MORENO VALLEY,CA,92555,MICHELLE LEWIS,MICHELLE LEWIS,CHIEF ACCOUNTING OFFICER,05/31/2025
1441178,675081,,11,07/01/2024,06/30/2025,1,POMERADO RANCH HEALTHCARE  INC.,2525 CENTERVILLE ROAD,DALLAS,TX,75228,MARCUS ASHDOWN,MARCUS ASHDOWN,ADMINISTRATOR,10/09/2025
1441185,015331,,6,01/01/2024,12/31/2024,2,ARABELLA HEALTH & WELLNESS OF PHENIX,3900 LAKEWOOD DR,PHENIX CITY,AL,36867,SETH FEIN,SETH FEIN,CFO,06/01/2025
1441187,056225,,6,01/01/2024,12/31/2024,2,ORCHARD POST ACUTE,4840 E TULARE AVENUE,FRESNO,CA,93727,MICHELLE LEWIS,MICHELLE LEWIS,CHIEF ACCOUNTING OFFICER,05/30/2025
1441189,105429,,2,01/01/2024,12/31/2024,2,FIRST COAST HEALTH AND REHABILITATIO,7723 JASPER AVENUE,JACKSONVILLE,FL,32211,,,,
1441190,115004,,2,07/01/2024,06/30/2025,2,MAGNOLIA MANOR METHODIST NC,2001 SOUTH LEE STREET,AMERICUS,GA,31709,DAVID CHARTER,DAVID CHARTER,SENIOR VP FOR FINANCE & CFO,10/13/2025
1441191,115045,,2,07/01/2024,06/30/2025,2,MAGNOLIA MANOR COLUMBUS WEST,2010 WARM SPRINGS ROAD  PO BOX 9393,COLUMBUS,GA,31904,DAVID CHARTER,DAVID CHARTER,SENIOR VP FOR FINANCE & CFO,10/13/2025
1441192,115124,,2,07/01/2024,06/30/2025,2,MAGNOLIA MANOR COLUMBUS EAST,2010 WARM SPRINGS ROAD  PO BOX 9393,COLUMBUS,GA,31904,DAVID CHARTER,DAVID CHARTER,SENIOR VP FOR FINANCE & CFO,10/13/2025
1441194,115599,,2,07/01/2024,06/30/2025,2,MAGNOLIA MANOR MARION COUNTY,349 GENEVA ROAD,BUENA VISTA,GA,31803,DAVID CHARTER,DAVID CHARTER,SENIOR VP FOR FINANCE & CFO,10/13/2025
1441195,145011,,4,01/01/2024,12/31/2024,2,THE GROVE OF EVANSTON,500 ASBURY STREET,EVANSTON,IL,60202,MOTI NINIO,MOTI NINIO,CEO,05/29/2025
1441196,145102,,2,01/01/2024,12/31/2024,2,MEMORIAL CARE CENTER,4315 MEMORIAL DRIVE,BELLEVILLE,IL,62226,ROGER BYRNE,ROGER BYRNE,CHIEF FINANCIAL OFFICER,05/21/2025
1441197,145409,,2,10/01/2023,09/30/2024,2,MICHEALSEN HEALTH CARE CENTER,831 NORTH BATAVIA AVENUE,BATAVIA,IL,60510,ELIZABETH MCLAREN,ELIZABETH MCLAREN,SVP - REV CYCLE  REIMB  AND HCBS,02/28/2025
1441198,145437,,4,01/01/2024,07/31/2024,2,APERION CARE PRINCETON,515 BUREAU VALLEY PARKWAY,PRINCETON,IL,61356,LISA ULBERT,LISA ULBERT,CHIEF EXECUTIVE OFFICER,05/28/2025
1441199,145441,,2,10/01/2023,09/30/2024,2,SHELBYVILLE MANOR,ROUTE 128 NORTH,SHELBYVILLE,IL,62565,,,,
1441201,145598,,2,10/01/2023,09/30/2024,2,SEMINARY MANOR,2345 NORTH SEMINARY STREET,GALESBURG,IL,61401,,,,
1441202,145612,,6,01/01/2024,12/31/2024,2,THE PEARL OF CRYSTAL LAKE,1000 E BRIGHTON,CRYSTAL LAKE,IL,60012,ALAN SORSCHER,ALAN SORSCHER,CFO,05/30/2025
1441204,145632,,6,01/01/2024,12/31/2024,2,SOUTH LOOP SKILLED NURSING FACILITY,1725 SOUTH WABASH AVENUE,CHICAGO,IL,60616,MOTI NINIO,MOTI NINIO,CEO,05/30/2025
1441205,145670,,4,01/01/2024,12/31/2024,2,CHALET LIVING & REHAB,7350 NORTH CHERIDAN ROAD,CHICAGO,IL,60626,MOTI NINIO,MOTI NINIO,CEO,05/29/2025
1441206,145728,,2,10/01/2023,09/30/2024,2,MANOR COURT OF MARYVILLE,700 VADALABENE DR,MARYVILLE,IL,62062,,,,
1441208,145816,,4,01/01/2024,12/31/2024,2,AVANTARA LAKE ZURICH,930 SOUTH RAND ROAD,LAKE ZURICH,IL,60047,MOTI NINIO,MOTI NINIO,CEO,05/29/2025
1441209,145819,,4,01/01/2024,12/31/2024,2,WARREN BARR BUFFALO GROVE,150 N. WEILAND AVE,BUFFALO GROCE,IL,60089,MOTI NINIO,MOTI NINIO,CEO,05/29/2025
1441210,145827,,2,10/01/2023,09/30/2024,2,THE BRITISH HOME,8700 WEST 31ST STREET,BROOKFIELD,IL,60513,JOHN LARSON,JOHN LARSON,CEO,02/18/2025
1441211,145840,,2,10/01/2023,09/30/2024,2,TABOR HILLS HEALTH CARE FACILITY,1347 CRYSTAL AVENUE,NAPERVILLE,IL,60563,,,,
1441212,145841,,2,10/01/2023,09/30/2024,2,PARKWAY MANOR,3116 WILLIAMSON COUNTY PARKWAY,MARION,IL,62959,,,,
1441214,145990,,6,01/01/2024,12/31/2024,2,SYMPHONY MAPLE CREST LLC,4452 SQUAW PRAIRIE ROAD,BELVIDERE,IL,61008,SCOTT GARBER,SCOTT GARBER,CFO,06/02/2025
1441215,146003,,4,01/01/2024,12/31/2024,2,LOFT REHAB OF ROCK SPRINGS,2530 NORTH MONROE STREET,DECATUR,IL,62526,DANIEL AARON,DANIEL AARON,CFO,06/01/2025
1441216,146036,,6,01/01/2024,12/31/2024,2,SHAWNEE SENIOR LIVING LLC,1901 N. 13TH STREET,HERRIN,IL,62948,,,,
1441219,155089,,9,01/01/2024,12/31/2024,2,WILLOWS OF NEW CASTLE,1023 NORTH 20TH STREET,NEW CASTLE,IN,47362,,,,
1441221,155230,,13,01/01/2024,12/31/2024,2,ROSEBUD VILLAGE,2050 CHESTER BLVD.,RICHMOND,IN,47374,,,,
1441222,155262,,9,01/01/2024,12/31/2024,2,THE WATERS OF SULLIVAN,505 W WOLFE,SULLIVAN,IN,47882,,,,
1441223,155273,,13,01/01/2024,12/31/2024,2,CYPRESS GROVE REHABILITATION CENTER,4255 MEDWELL DR.,NEWBURGH,IN,47630,,,,
1441224,155274,,9,01/01/2024,12/31/2024,2,THE WATERS OF ROCKPORT,815 W WASHINGTON ST,ROCKPORT,IN,47635,,,,
1441226,155478,,13,01/01/2024,12/31/2024,2,THE TIMBERS OF JASPER,2909 HOWARD DR.,JASPER,IN,47546,,,,
1441227,155770,,9,01/01/2024,12/31/2024,2,THE WATERS OF GEORGETOWN,8037 UNRUH DRIVE,GEORGETOWN,IN,47122,,,,
1441228,165227,,4,01/01/2024,12/31/2024,2,BIRKWOOD VILLAGE OF FORT MADISON,1702 41ST STREET,FORT MADISON,IA,52627,ANN ABOLT,ANN ABOLT,ADMINISTRATOR,05/21/2025
1441229,175255,,6,01/01/2024,12/31/2024,2,RECOVER-CARE PLAZA WEST CARE CENTER,1570 S W WESTPORT DR,TOPEKA,KS,66604,ZISH MARGULIES,ZISH MARGULIES,CEO,05/29/2025
1441230,175280,,6,01/01/2024,12/31/2024,2,RECOVER-CARE EMPORIA LLC,1620 WHEELER ST,EMPORIA,KS,66801,ZISH MARGULIES,ZISH MARGULIES,CEO,05/29/2025
1441231,175333,,6,01/01/2024,12/31/2024,2,HERITAGE GARDENS HEALTH AND REHAB,700 CHEROKEE,OSKALOOSA,KS,66066,ZISH MARGULIES,ZISH MARGULIES,CEO,05/29/2025
1441233,175467,,1,07/01/2024,06/30/2025,2,FRIENDS OF KANSAS CHRISTIAN HOME,1035 SOUTHEAST THIRD,NEWTON,KS,67114,JUSTIN HARLAND,JUSTIN HARLAND,ADMINISTRATOR,10/06/2025
1441234,185266,,4,01/01/2024,12/31/2024,2,ELIZABETHTOWN NURSING & REHAB CENTER,1101 WOODLAND DRIVE,ELIZABETH TOWN,KY,42701,,,,
1441235,185272,,4,01/01/2024,12/31/2024,2,RIVER HAVEN NURSING & REHAB CENTER,857 MCGUIRE AVENUE,PADUCAH,KY,42001,,,,
1441236,185302,,4,01/01/2024,12/31/2024,2,HARDINSBURG NURSING & REHAB CENTER,101 FAIRGROUNDS ROAD,HARDINSBURG,KY,40143,,,,
1441237,185331,,4,01/01/2024,12/31/2024,2,FRANKLIN-SIMPSON NURSING & REHAB CTR,414 ROBEY STREET,FRANKLIN,KY,42134,,,,
1441238,185353,,4,01/01/2024,12/31/2024,2,BRANDENBURG NURSING & REHAB CENTER,814 OLD EKRON ROAD,BRANDENBURG,KY,21060,,,,
1441240,225382,,5,01/01/2024,12/31/2024,2,GUARDIAN SNF OPERATIONS BHC,888 NORTH MAIN STREET,BROCKTON,MA,02301,MOSHE STEINBERG,MOSHE STEINBERG,OWNER,05/01/2025
